"Listing Number","Cumulative DOM","Days On Market","Short Address","Baths - Full","Baths - Half","Cancel Date","Listing Date","List Price","Front Exp","Expiration Date","Parcel ID","Sold Date","Sold Price","SqFt - Living","SqFt - Total","Under Contract Date","Withdrawn Date","Year Built","Year Roof Installed","SqFt - Guest House","Construction: CBS","Storm Protection: Accordion Shutters","Storm Protection: Impact Glass","Storm Protection: Panel Shutters","Public Remarks","Area","Temp Off Market Date","Garage Spaces","Furnished: Furnished","Subdivision","Terms of Sale","Zip Code","Baths - Total","City","Guest House","High School","Homeowners Assoc","Lot SqFt","Private Pool","Legal Desc","Spa","State/Province","Street #","Tax Year","Taxes","Total Bedrooms","Total Floors/Stories","Total Units in Bldg","Ttl Units in Complex","Original List Price","Unit Floor #","Unit #","Type","Geo Lat","Geo Lon","HOA/POA/COA (Monthly)","Special Assessment","Waterfront","Status","Status Change Date","Subdiv. Amenities: Tennis","Subdiv. Amenities: Pool","Subdiv. Amenities: Manager on Site","Subdiv. Amenities: Fitness Center","Subdiv. Amenities: Elevator","Subdiv. Amenities: Golf Course","Subdiv. Amenities: Clubhouse","Security: Gate - Manned","Security: Gate - Unmanned","Security: Doorman","Security: Lobby","Parking: Garage - Building","Parking: Garage - Detached","Parking: Open","Parking: Covered","Lot Description: < 1/4 Acre","Lot Description: 1 to < 2 Acres","Lot Description: 1/2 to < 1 Acre","Lot Description: 1/4 to 1/2 Acre","Gated Community","Development Name","Listing Agent","Listing Office","Buyer Agent","Buyer Office","Fallthrough Date"
"RX-11091308","67","67","2780 S Ocean Boulevard 311","2","0","2025-07-22","2025-05-16","1200000.00","E","","50434423120003110","","","1294.00","1294.00","","","1968","","","","","","","Oceanfront living awaits in this stunning, beautifully appointed condo at the impressive Ambassador II. This elegant residence offers spacious living areas with abundant natural light and stunning ocean views from every room. Enjoy resort-style amenities including direct beach access, a glamorous heated pool, fitness center, and a club room. Location next to the Four Seasons, a pristine beach with exclusive cabanas and gated access make this condo the best choice for luxury Palm Beach lifestyle. Updated floor to ceiling impact sliders and balconies in every room, washer/dryer INSIDE the unit, huge closets, 24hr security, fiber cable and high-speed internet. Full-service building with repairs included in maintenance. Gourmet kitchen with high-end appliances and wine fridge.","5004","","0.00","","AMBASSADOR II CORP","","33480","2.00","Palm Beach","","","M","180559.00","No","AMBASSADOR II CORP APT 311","","FL","2780","2024","8536.00","2","8.00","","","1250000.00","3.00","311","CD","26.619686","-80.037626","2147.00","No","Yes","L","2025-07-22","","Yes","Yes","Yes","","","","","","","","","","","","","","","","N","","Steven Koleno","Beycome of Florida LLC (279508652)","","",""
"RX-11011841","363","304","2780 S Ocean Boulevard 311","2","0","2025-07-22","2024-08-12","1190000.00","S","","50434423120003110","","","1294.00","1294.00","","","1968","","","","","Complete","","SEASONAL RENTAL. Oceanfront living awaits in this stunning, tastefully furnished condo at the prestigious Ambassador II. Stunning ocean views from every room. Resort-like setting, glamorous heated pool, gym, club room, location next to the 4 Seasons, pristine beach with exclusive cabanas and gated access make this condo the best choice for luxury Palm Beach lifestyle. Floor to ceiling impact sliders and balconies in every room, blackout drapes in bedrooms. Washer/dryer inside the unit, huge closets, 24hr security, king bed in Primary and queen in Guest, fiber cable and high speed internet, open to adding extra TV if desired. Gourmet kitchen with new appliances and wine fridge. Ideal beach location, close to restaurants, golfing, town, shopping and attractions. Support animals only.","5004","2025-01-10","0.00","Yes","AMBASSADOR II CORP","","33480","2.00","Palm Beach","","","M","180559.00","No","AMBASSADOR II CORP APT 311","","FL","2780","2022","7288.00","2","8.00","","","1210000.00","311.00","311","CD","26.620824","-80.03764","2100.00","No","Yes","L","2025-07-22","","Yes","","Yes","","","","","","Yes","","","","","","","","","","N","","Steven Koleno","Beycome of Florida LLC (279508652)","","","2024-12-12"
"RX-11029395","278","278","2850 S Ocean Boulevard 114","2","0","2025-07-23","2024-10-15","1100000.00","S","","50434423140001140","","","1014.00","1014.00","","","1962","","","Yes","","Partial","","Wake up to the serene sound of waves and enjoy stunning sunrises from the comfort of your own condominium on Palm Beach island. This two bedroom, two bathroom condo offers breathtaking, unobstructed views of the Atlantic, making it the perfect retreat.   The open floor plan creates a bright, airy space, seamlessly blending the living, dining, and kitchen areas together.   Have your very own slice of paradise. Enjoy island lifestyle and world-class shopping, dining, and cultural attractions just minutes away. Walk to dining and shopping. Designated a historical landmark. Milestone Inspection completed and passed.","5004","","0.00","","PALM WORTH INC","","33480","2.00","Palm Beach","","","M","113802.00","No","PALM WORTH INC APT 114","","FL","2850","2023","5649.25","2","5.00","","","1200000.00","1.00","114","CD","26.617108","-80.037596","1016.41","No","Yes","L","2025-07-23","","Yes","Yes","","Yes","","","","","","","","","","","","","","","N","","Julie Sheffy","LPT Realty, LLC (276771746)","","",""
"RX-11091237","232","68","2295 S Ocean Boulevard 921","1","1","2025-07-23","2025-05-16","725000.00","W","","50434414040009210","","","1038.00","1172.00","","","1969","","","Yes","","Complete","","Stunning Ocean views from this 9th Floor Penthouse at Prestigious Harbour House. Wonderful amenities including 24 Hour Doorman and on site manager, oceanfront swimming pool and tennis court. Short distance to the Raymond Floyd Par 3 Golf course including the wonderful Al Fresco Restaurant, and brunch at Four Seasons Hotel @ Spa, This Penthouse is not to be missed!","5004","","1.00","","Harbour House","","33480","1.10","Palm Beach","","","M","","No","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD CORP APT 921","","FL","2295","2024","2281.24","1","9.00","192","","725000.00","9.00","921","CD","26.636553","-80.038277","1365.51","No","Yes","L","2025-07-23","","Yes","Yes","Yes","Yes","","","","","","","Yes","","","","","","","","N","Harbour House","Eric Ditri","Waterfront Properties & Club C (303140)","","",""
"RX-11025324","216","216","2000 S Ocean Boulevard 204n","3","1","2025-05-05","2024-10-01","4950000.00","NW","","50434411050012040","","","3294.00","3805.00","","","1981","","","Yes","","Complete","","Discover Luxury Coastal Living at Sloan's Curve, Palm Beach's premier address for resort-style living. This fully updated 3,294 sq. ft. premium condo features tropical breezes and breathtaking Intracoastal and Ocean views from its expansive wrap-around balcony. With a spacious layout of 3 bedrooms and 3.5 bathrooms, this stunning home blends modern sophistication with coastal elegance. Sloan's Curve offers unparalleled amenities, including a 24-hour doorman, fully staffed clubhouse, sparkling pool, fitness center, tennis courts, and direct beach access. Recently remodeled with a contemporary design, Sloan's Curve is just minutes from renowned Worth Ave and Palm Beach's shopping, restaurants and art galleries, providing a serene retreat in the heart of Palm Beach.","5004","","2.00","","TWO THOUSAND CONDO","","33480","3.10","Palm Beach","","","M","0.00","No","TWO THOUSAND COND AT SLOANS CURVE BLDG NORTH UNIT 204","","FL","2000","2024","49629.00","3","6.00","96","","4950000.00","2.00","204n","CD","26.644403","-80.037965","3322.00","No","Yes","L","2025-05-05","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","","","","","","","N","","Darlene Streit","The Corcoran Group (404289)","","",""
"RX-11064053","163","163","2778 S Ocean Boulevard 407s","2","1","2025-07-30","2025-02-17","1575000.00","NW","","50434423100024070","","","1830.00","2201.00","","","1981","2024","","Yes","","Complete","","Stunning, luxury condo in Palm Beach! With modern features, beautiful wood accents, and a prime location overlooking the intracoastal, this condo is a true gem. The added bathroom and layout changes maximize the views and are great selling points, plus the high-end finishes elevate the space even more. Milestone completed. Last remaining assessment for seawall is being paid by owner. Being in a full-amenity building with deeded beach access, waterfront clubhouse, and garage parking is definitely a major perk. Plus, the proximity to the Par 3 golf course and the Four Seasons Resort makes it an ideal spot for those looking to live the ultimate lifestyle.","5004","","1.00","","SUTTON PLACE CONDO","","33480","2.10","Palm Beach","","","M","","No","SUTTON PLACE COND UNIT 407-S","","FL","2778","2024","6904.00","2","5.00","76","","1650000.00","4.00","407s","CD","26.620228","-80.039467","2123.93","No","Yes","L","2025-07-30","","Yes","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","","","","N","","Stephanie Lefes","Sotheby's Intl. Realty, Inc. (988061)","","",""
"RX-11025974","301","301","2100 S Ocean Boulevard 204n & Cabana 4e","3","1","2025-07-31","2024-10-03","5395000.00","W","","50434414020012040","","","3136.00","3136.00","","","1980","","","Yes","","Complete","","DISCOVER UNPARALLELED LUXURY in this Exquisite 3BR/3.5BA Condo located in Prestigious SLOAN'S CURVE in Palm Beach.This Sophisticated Residence offers Superb Views of the Intracoastal & Atlantic Ocean.Renovated Walk -In closets all Bedrooms, Primary BR Dressing Rm.  Water Filtration system throughout. Commercial grade Dehumidifier. Relax on the Balcony for Morning Breakfast or Evening Cocktails. Enjoy the spacious Air Conditioned Cabana in a premier spot by the pool. Amenities: Tennis, Pool, Gym, Summer Kitchen, Garage Pkg, EV Charging, Full Time Doorman, Security Guard & On-Site Mgr. Conveniently located close to Stylish Shops, Fine Dining, & PBI Airport, ensuring you are never far from the the best Palm Beach has to offer! Experience Luxury living in this Stunning Condo","5004","2025-06-01","2.00","","Twenty One Hundred Condo","","33480","3.10","Palm Beach","","Forest Hill Comm","M","","No","2100 COND AT SLOANS CURVE UNIT 204-N   2100 COND AT SLOANS CURVE CABANA 4E","","FL","2100","2023","38919.00","3","6.00","48","96.00","5600000.00","2.00","204n & Cabana 4e","CD","26.642236","-80.037979","3998.33","Yes","Yes","L","2025-07-31","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","","","","","","","Y","Sloans Curve","Leslie Myers","Echo Fine Properties (276544165)","","",""
"RX-11059010","180","180","389 S Lake Drive 4f","2","0","2025-07-31","2025-02-01","2495000.00","E","","50434327630004060","","","1452.00","1703.00","","","1967","","","Yes","","Complete","","''Villa Bougainvillea'' step into this decorator designed completely renovated split floor plan, two bedroom/two bath condo.  Large living room/dining  room leading to the light filled loggia with lagoon views.  All new floor to ceiling hurricane impact windows, absolutely stunning.  Reading to move right in and enjoy a Palm Beach lifestyle.","5002","","2.00","Yes","THREE EIGHTY NINE CORP LESSEE","","33480","2.00","Palm Beach","","","M","67570.00","No","THREE EIGHTY NINE CORP LESSEE APT 4-F","","FL","389","2024","24841.20","2","6.00","41","","2495000.00","4.00","4f","CD","26.702049","-80.042924","2335.00","No","No","L","2025-07-31","","Yes","","","","","","","","Yes","","","","","","","Yes","","","N","","Alexis Waller","Brown Harris Stevens of PB (276546950)","","",""
"RX-11056886","183","183","227 Australian Avenue 3e","2","0","2025-07-29","2025-01-27","2850000.00","S","","50434326170000035","","","1287.00","1287.00","","","1985","","","Yes","","","","The Melbourne House is considered to be one of Palm Beach's most sought after boutique  buildings. This beautifully renovated apartment is located 3 blocks from Worth Ave. The views are south facing which fills the apartment with light throughout the day. There is a 24 hr doorman, covered off street parking, heated pool and many other amenities. The split floor plan is ideal for guests or family as the living room separates the 2 bedrooms with en suite bathrooms. There are only 25 units in this small  pet friendly building which has additional off street parking for your guests. This is an end unit which has a window in the kitchen and a wrap around balcony.","5002","","0.00","","MELBORNE HOUSE CONDO","","33480","2.00","Palm Beach","","","M","","No","MELBORNE HOUSE COND UNIT 3-E","","FL","227","2024","17707.00","2","5.00","25","","2850000.00","3.00","3e","CD","26.703579","-80.037932","2892.67","No","No","L","2025-08-01","","","","","","","","","","","","","","","Yes","","","","","N","","Liza Pulitzer","Brown Harris Stevens of PB (273005225)","","",""
"RX-11099240","52","52","2778 S Ocean Boulevard 307n","2","0","2025-08-04","2025-06-13","1475000.00","N","","50434423100013070","","","1830.00","2107.00","","","1981","","","Yes","","Complete","","When you close your eyes and imagine the perfect Palm Beach condominium?this is it. This beautifully curated large 2BR/2BA condo along the Intracoastal was designed by acclaimed interior decorator Jonathan Winslow. The residence features crown moulding, high-quality finishes, abundant natural light, and custom Hunter Douglas light shades on all windows?fully remote controlled for effortless ambiance. New A/C units inside and out, along with many upgrades. Balcony offers stunning water views and unforgettable sunsets. Full-service building with 24-hour doorman, gym, pool, & clubhouse. Includes rare indoor + outdoor parking. Steps from private beach access, the Four Seasons, fine dining, Worth Ave, and PBI Airport. A move-in-ready  Palm Beach gem. All special assessments paid in full.","5004","","1.00","","SUTTON PLACE CONDO","","33480","2.00","Palm Beach","","","M","","No","SUTTON PLACE COND UNIT 307-N","","FL","2778","2024","14107.00","2","5.00","76","","1475000.00","3.00","307n","CD","26.62066","-80.039918","2123.93","No","Yes","L","2025-08-04","","Yes","","Yes","","","Yes","","","Yes","","","","Yes","Yes","","","","","N","","Sabrina D'Amico","Compass Florida LLC (273007303)","","",""
"RX-11061140","179","179","2190 Ibis Isle Road 2","1","0","2025-08-05","2025-02-07","750000.00","W","","50434415190000020","","","1012.00","1237.00","","","1968","","","","Complete","","","Enjoy extraordinary sunsets from this west-facing Direct Intracoastal turnkey! Move-in ready 1 bedroom, 1 bath with a private hedged patio and a retractable awning that adds a touch of privacy to your outdoor space. Villa Tambour consists od 6 units on a small tranquil island nestled amongst multi million dollar homes. Adjacent is one of two pools and lovely landscaped gardens. Walking distance to Phipps Park offering ocean access and tennis center. Nearby to shopping, dining, renowned Par 3 Golf course and 5-Star Hotels. Assigned parking and Pets Permitted with no weight restrictions.","5002","","0.00","Yes","VILLA TAMBOUR IBIS ISLE CONDO","","33480","1.00","Palm Beach","N","","M","","No","VILLA TAMBOUR OF IBIS ISLE UNIT 2 & INT IN REC AREA","N","FL","2190","2024","7032.22","1","2.00","6","6.00","849000.00","2.00","2","CD","26.639128","-80.042116","1187.66","No","Yes","L","2025-08-05","","","","","","","","","","","","","","Yes","","","","","","N","","Fern Fodiman","Sotheby's Intl. Realty, Inc. (988061)","","",""
"RX-11080575","119","119","350 S Ocean Boulevard 107","2","0","2025-08-08","2025-04-11","3200000.00","SW","","50434326100001070","","","1234.00","1624.00","","","1975","","","Yes","","Complete","","Experience the best of coastal living in this spectacular ocean front boutique building in Palm Beach. This stunning 2 bedroom, 2 bath with views of the large heated, private pool from your balcony is ideally located across the street from Mid-Town Beach and only two blocks from Worth Avenue. This first-floor turnkey end unit has tile throughout while offering a private view from each room to the pool and lush landscaping. The newly renovated lobby and hallways exude modern elegance. You are also surrounded by lush landscaping with serene outdoor seating. Residents also have access to a brand-new gym and the convenience of a doorman service building. Additionally, the Three Fifty Condo is pet friendly. The perfect Palm Beach pied-a-terre awaits, with one of the lowest HOA on the island!","5002","","1.00","","THREE FIFTY CONDO","","33480","2.00","Palm Beach","","Forest Hill Comm","M","","No","THREE FIFTY COND UNIT 107","","FL","350","2024","19595.00","2","3.00","24","","3400000.00","1.00","107","CD","26.702975","-80.033781","1533.00","No","No","L","2025-08-08","","Yes","","Yes","Yes","","","","","","","","","","","","","","","N","","Marta Hardyman","Brown Harris Stevens of PB (273007232)","","",""
